gene	gene_id	transcript	oe_lof_upper	obs_lof	exp_lof	mu_lof	cds_length	canonical	chr.hg38	gene_start	gene_end	transcript_start	transcript_end	gene_length	transcript_length	ccr_length
BCKDHA	ENSG00000248098	ENST00000269980	1.032	16	23.539	2.1860425e-06	1335	1	19	41397808	41425002	41397818	41425002	27195	27185	1520
MARS2	ENSG00000247626	ENST00000282276	0.871	10	19.468	1.597883e-06	1779	1	2	197705369	197708395	197705369	197708395	3027	3027	1771
TWF2	ENSG00000247596	ENST00000305533	0.302	2	20.851	1.939315e-06	1047	1	3	52228612	52246788	52228612	52239158	18177	10547	1050
PGAM5	ENSG00000247077	ENST00000317555	1.54	8	9.2512	1.287472e-06	765	0	12	132710819	132722734	132710819	132719166	11916	8348	577
C14orf64	ENSG00000246223	ENST00000499006	1.716	4	4.8198	3.4476525e-07	411	1	14	97924637	97987918	97924637	97978136	63282	53500	266
RP11-181C3.1	ENSG00000245017	ENST00000501499	1.468	2	4.0984	4.37376e-07	240	1	12	98442410	98503916	98485544	98503916	61507	18373	0
N4BP2L2	ENSG00000244754	ENST00000267068	1.509	27	24.663	2.28269e-06	1749	1	13	32432417	32538885	32510292	32538795	106469	28504	1738
CRYBB2	ENSG00000244752	ENST00000398215	0.571	3	13.586	1.46681425e-06	615	1	22	25212564	25231870	25219639	25231869	19307	12231	173
HBB	ENSG00000244734	ENST00000335295	1.978	10	3.7729	2.7364475e-07	441	1	11	5225464	5229395	5225464	5227071	3932	1608	439
C4A	ENSG00000244731	ENST00000428956	1.446	17	17.612	1.37820675e-06	5232	1	6	31982057	32002681	31982057	32002681	20625	20625	0
PTCHD4	ENSG00000244694	ENST00000339488	0.682	11	26.716	2.5230525e-06	2538	1	6	47856673	48111197	47856673	48111197	254525	254525	2569
UBE2V1	ENSG00000244687	ENST00000340309	1.369	7	9.5651	9.62723e-07	510	1	20	50081124	50115959	50081124	50115954	34836	34831	217
OR2AE1	ENSG00000244623	ENST00000316368	1.723	3	3.9363	2.772795e-07	969	1	7	99876062	99877033	99876062	99877033	972	972	969
ASPRV1	ENSG00000244617	ENST00000320256	1.288	4	7.0711	6.171705e-07	1029	1	2	69960089	69961631	69960089	69961631	1543	1543	969
CCDC13	ENSG00000244607	ENST00000310232	0.723	20	40.213	3.8597025e-06	2145	1	3	42705756	42773253	42705756	42773253	67498	67498	2141
RAD21L1	ENSG00000244588	ENST00000246108	1.767	2	2.818	2.4711275e-06	196	0	20	1226044	1296421	1226135	1229931	70378	3797	194
KRTAP4-2	ENSG00000244537	ENST00000377726	1.946	2	0.83343	5.9956625e-08	408	1	17	41177446	41178221	41177446	41178221	776	776	411
APOBEC3C	ENSG00000244509	ENST00000361441	0.943	4	9.7077	8.4371425e-07	570	1	22	39014257	39020352	39014257	39020352	6096	6096	573
LILRA6	ENSG00000244482	ENST00000245621	0.972	10	17.453	1.49250875e-06	1392	0	19	54236590	54242790	54238953	54242751	6201	3799	136
CFHR1	ENSG00000244414	ENST00000320493	1.53	12	12.635	8.8900625e-07	990	1	1	196819731	196837159	196819731	196832189	17429	12459	0
KRTAP5-7	ENSG00000244411	ENST00000398536	1.894	1	0.98926	7.2478925e-08	495	1	11	71527267	71528669	71527267	71528669	1403	1403	0
ETV5	ENSG00000244405	ENST00000306376	0.092	0	32.504	3.2091325e-06	1530	1	3	186046314	186110318	186046314	186109089	64005	62776	1732
DBNDD2	ENSG00000244274	ENST00000357275	1.319	3	5.8155	1.06558475e-06	483	0	20	45406057	45410610	45406184	45410610	4554	4427	851
IFITM10	ENSG00000244242	ENST00000340134	1.034	2	6.0797	5.7765725e-07	684	1	11	1732406	1750595	1732406	1750595	18190	18190	466
TMEM141	ENSG00000244187	ENST00000290079	1.551	5	6.5936	4.6878225e-07	324	1	9	136791344	136793317	136791344	136793317	1974	1974	322
GSTA2	ENSG00000244067	ENST00000493422	1.677	10	9.829	6.88559e-07	666	1	6	52750087	52763475	52750087	52763475	13389	13389	0
LCE3C	ENSG00000244057	ENST00000333881	1.466	0	1.7161	1.2326995e-07	282	1	1	152600234	152601086	152600662	152601086	853	425	285
NFS1	ENSG00000244005	ENST00000374085	0.51	6	23.199	2.157065e-06	1191	0	20	35668052	35699355	35668699	35699189	31304	30491	1277
ACY1	ENSG00000243989	ENST00000404366	1.063	16	22.868	1.694765e-06	1224	1	3	51983340	51989197	51983477	51989195	5858	5719	1265
GSTA1	ENSG00000243955	ENST00000334575	1.633	9	9.3947	6.559635e-07	666	1	6	52791371	52803860	52791371	52803816	12490	12446	0
ZNF512	ENSG00000243943	ENST00000355467	0.313	5	33.563	2.87698e-06	1701	1	2	27582969	27623217	27583042	27623217	40249	40176	1701
APOBEC3D	ENSG00000243811	ENST00000216099	1.657	25	20.961	1.9063175e-06	1158	1	22	39021113	39033277	39021127	39033277	12165	12151	0
KIR2DL3	ENSG00000243772	ENST00000342376	1.611	13	12.685	8.99073e-07	1023	1	19	54738513	54753052	54738513	54753052	14540	14540	0
OR5V1	ENSG00000243729	ENST00000377154	1.664	3	4.236	2.90445e-07	963	1	6	29353749	29431967	29355230	29431967	78219	76738	0
TTC4	ENSG00000243725	ENST00000371281	0.897	12	21.67	1.67056125e-06	1161	1	1	54715861	54742657	54715861	54742657	26797	26797	1161
WDR65	ENSG00000243710	ENST00000372492	0.87	42	62.408	2.2624225e-06	3750	1	1	43172330	43254358	43172330	43254358	82029	82029	3809
LEFTY1	ENSG00000243709	ENST00000272134	1.721	17	14.521	1.3033175e-06	1098	1	1	225886282	225911382	225886282	225889146	25101	2865	0
WDR92	ENSG00000243667	ENST00000295121	0.668	7	19.693	1.6848825e-06	1071	1	2	68122936	68157549	68129805	68157527	34614	27723	1072
ZNF487	ENSG00000243660	ENST00000315429	1.875	5	4.3105	1.84719e-07	568	0	10	43436841	43483181	43436841	43483181	46341	46341	1276
IL10RB	ENSG00000243646	ENST00000290200	1.115	11	16.329	1.300537e-06	975	1	21	33266367	33311420	33266367	33297221	45054	30855	968
AP000322.53	ENSG00000243627	ENST00000450895	1.614	1	2.513	1.805985e-07	417	1	21	34414494	34423951	34418715	34423951	9458	5237	0
UPK3B	ENSG00000243566	ENST00000257632	1.082	5	9.7101	1.0193715e-06	960	0	7	76510525	76516522	76510525	76515456	5998	4932	0
AMY2A	ENSG00000243480	ENST00000414303	1.678	16	14.268	1.402913e-06	1533	1	1	103617427	103625780	103617427	103625780	8354	8354	0
EFNA4	ENSG00000243364	ENST00000359751	1.712	8	8.0239	6.696985e-07	579	0	1	155063737	155069553	155063737	155069538	5817	5802	764
KCTD7	ENSG00000243335	ENST00000275532	0.9	5	11.685	2.50312e-06	867	0	7	66628881	66649067	66628885	66643017	20187	14133	859
VSIG8	ENSG00000243284	ENST00000368100	0.847	9	18.544	1.7414975e-06	1242	1	1	159854316	159862657	159854316	159862657	8342	8342	1055
MICAL3	ENSG00000243156	ENST00000441493	0.281	17	90.659	8.189075e-06	6006	1	22	17787649	18024561	17787649	18024561	236913	236913	6797
MRPL33	ENSG00000243147	ENST00000296102	1.009	1	4.6829	4.7404175e-07	195	1	2	27771717	27988087	27771719	27779733	216371	8015	251
PSG4	ENSG00000243137	ENST00000244295	1.939	26	16.199	2.303125e-06	978	0	19	43192702	43207299	43192751	43205563	14598	12813	0
PSG11	ENSG00000243130	ENST00000306322	1.888	13	9.5821	1.891745e-06	639	0	19	43007656	43026474	43007900	43026469	18819	18570	0
PRAMEF4	ENSG00000243073	ENST00000235349	1.932	14	9.1359	6.53518e-07	1434	1	1	12879212	12886201	12879212	12886201	6990	6990	0
ZNF709	ENSG00000242852	ENST00000397732	1.856	5	4.5268	3.216e-07	1923	1	19	12461184	12513854	12461184	12484816	52671	23633	1922
CCDC169	ENSG00000242715	ENST00000239859	1.168	10	14.524	1.262146e-06	642	1	13	36222008	36297840	36230775	36297814	75833	67040	625
GNG10	ENSG00000242616	ENST00000374293	1.959	5	2.3513	1.662471e-07	204	1	9	111661605	111670226	111661605	111670226	8622	8622	191
DECR2	ENSG00000242612	ENST00000219481	1.684	14	12.75	1.29747175e-06	876	1	16	401858	412487	401885	412482	10630	10598	971
SERPINB10	ENSG00000242550	ENST00000238508	1.468	15	15.71	1.10632075e-06	1191	1	18	63907958	63936111	63907958	63936111	28154	28154	1198
UGT1A10	ENSG00000242515	ENST00000344644	1.742	25	19.769	1.8821975e-06	1590	1	2	233636448	233773300	233636448	233773300	136853	136853	752
C15orf38	ENSG00000242498	ENST00000357484	1.514	8	9.4351	6.657455e-07	678	1	15	89895006	89912952	89895006	89912952	17947	17947	664
MRPL20	ENSG00000242485	ENST00000344843	1.817	8	7.1235	6.4428875e-07	447	1	1	1401909	1407293	1401909	1407293	5385	5385	640
ARFGAP3	ENSG00000242247	ENST00000263245	0.944	21	32.026	2.6815075e-06	1548	1	22	42796502	42858106	42796502	42857273	61605	60772	1494
PSG2	ENSG00000242221	ENST00000406487	1.981	35	17.203	1.91888e-06	1005	1	19	43064209	43083045	43064209	43082701	18837	18493	0
TCP10L	ENSG00000242220	ENST00000300258	1.196	5	8.7805	7.6823875e-07	645	1	21	32497967	32587373	32573721	32585523	89407	11803	646
MTFP1	ENSG00000242114	ENST00000266263	1.325	4	6.858	4.9176325e-07	498	1	22	30425623	30429054	30425768	30429054	3432	3287	636
AMACR	ENSG00000242110	ENST00000335606	0.814	5	12.911	1.104227e-06	1146	1	5	33986165	34008104	33986165	34008050	21940	21886	1502
KIR3DL3	ENSG00000242019	ENST00000291860	1.733	6	6.3289	4.467895e-07	1230	1	19	54724442	54736632	54724442	54736632	12191	12191	0
PI4KA	ENSG00000241973	ENST00000255882	0.461	43	120.32	1.0904585e-05	6306	1	22	20707691	20859417	20707691	20858811	151727	151121	4410
PWP2	ENSG00000241945	ENST00000291576	0.499	14	43.858	3.722855e-06	2757	1	21	44107373	44131181	44107399	44131181	23809	23783	2741
HOGA1	ENSG00000241935	ENST00000370642	1.915	8	5.7391	1.39298025e-06	253	0	10	97584323	97612802	97599802	97602240	28480	2439	255
PISD	ENSG00000241878	ENST00000266095	0.578	4	15.836	1.12772725e-06	1125	0	22	31618491	31662221	31618515	31630824	43731	12310	1121
C8orf58	ENSG00000241852	ENST00000289989	1.055	9	14.89	1.3238195e-06	1095	1	8	22599599	22604150	22599599	22604142	4552	4544	1403
PLEKHO2	ENSG00000241839	ENST00000323544	0.622	6	19.026	1.9066525e-06	1470	1	15	64841883	64868002	64841915	64868002	26120	26088	1451
ATP5O	ENSG00000241837	ENST00000290299	0.777	4	11.787	1.083859e-06	639	1	21	33903453	33915814	33903453	33915804	12362	12352	657
ARPC1A	ENSG00000241685	ENST00000262942	0.416	4	21.985	2.1713025e-06	1110	1	7	99325898	99366262	99325898	99366262	40365	40365	1138
INMT	ENSG00000241644	ENST00000013222	1.651	4	5.1808	3.6721025e-07	789	1	7	30697985	30757602	30752135	30757602	59618	5468	792
KRTAP5-4	ENSG00000241598	ENST00000399682	1.913	2	1.5347	1.07637175e-07	684	1	11	1620958	1622138	1620958	1622138	1181	1181	0
ARHGAP8	ENSG00000241484	ENST00000336963	1.824	25	18.494	2.0617575e-06	915	0	22	44752558	44862788	44752603	44862788	110231	110186	1195
ATP5J2	ENSG00000241468	ENST00000292475	1.503	3	4.9717	3.5096275e-07	282	1	7	99448475	99466186	99458195	99466167	17712	7973	325
CD302	ENSG00000241399	ENST00000259053	1.494	9	10.433	7.3544225e-07	696	1	2	159768628	159798255	159768628	159798208	29628	29581	624
PDXP	ENSG00000241360	ENST00000215904	1.32	1	3.469	2.494745e-07	888	1	22	37658723	37666932	37658723	37666932	8210	8210	317
CDRT1	ENSG00000241322	ENST00000261644	1.149	9	13.67	8.2168e-07	902	0	17	15565483	15619704	15605224	15615694	54222	10471	0
CRCP	ENSG00000241258	ENST00000338592	1.723	6	6.3986	6.019615e-07	345	0	7	66114604	66154568	66114850	66153289	39965	38440	511
KRTAP5-8	ENSG00000241233	ENST00000398534	1.886	1	1.0759	7.86245e-08	561	1	11	71538025	71539209	71538025	71539209	1185	1185	0
YAE1D1	ENSG00000241127	ENST00000223273	1.082	6	10.939	1.09613675e-06	678	1	7	39566385	39610320	39566404	39572881	43936	6478	674
HLA-DOB	ENSG00000241106	ENST00000438763	1.353	10	12.517	1.0423525e-06	819	1	6	32812763	32820466	32812763	32817002	7704	4240	0
NSUN6	ENSG00000241058	ENST00000377304	1.479	27	25.163	2.199275e-06	1407	1	10	18545561	18659285	18545561	18651587	113725	106027	1382
MIF	ENSG00000240972	ENST00000215754	1.69	3	4.1058	2.9474975e-07	345	1	22	23894383	23895227	23894383	23895223	845	841	348
PLCXD2	ENSG00000240891	ENST00000393934	1.585	13	12.929	1.20400675e-06	912	0	3	111674676	111846447	111674676	111846447	171772	171772	964
KRTAP4-7	ENSG00000240871	ENST00000391417	1.912	5	3.7496	2.6979225e-07	465	1	17	41084150	41085144	41084150	41085144	995	995	0
RDH14	ENSG00000240857	ENST00000381249	1.795	7	6.6062	4.728525e-07	1008	1	2	18554723	18560679	18554723	18560653	5957	5931	613
ARHGEF25	ENSG00000240771	ENST00000286494	0.93	22	33.768	3.05386e-06	1740	1	12	57610180	57617245	57611435	57617245	7066	5811	1631
KRBOX1	ENSG00000240747	ENST00000383748	1.541	3	4.8041	3.390535e-07	384	1	3	42936386	42942792	42936386	42942792	6407	6407	277
LRRD1	ENSG00000240720	ENST00000343318	1.815	3	3.3543	1.74535e-06	348	0	7	92141643	92179531	92141643	92179531	37889	37889	2257
ISY1	ENSG00000240682	ENST00000273541	0.114	0	26.123	3.042805e-06	921	1	3	129127415	129161063	129129374	129161048	33649	31675	863
C1QTNF9	ENSG00000240654	ENST00000332018	1.292	9	12.149	1.4174185e-06	999	1	13	24307166	24322535	24309580	24322531	15370	12952	0
AQP1	ENSG00000240583	ENST00000311813	0.881	3	8.8015	8.0515575e-07	807	1	7	30911853	30925517	30911853	30925516	13665	13664	1058
TNFRSF13B	ENSG00000240505	ENST00000261652	1.958	18	10.428	8.95321e-07	879	1	17	16929816	16972118	16939081	16972118	42303	33038	868
KIR3DL2	ENSG00000240403	ENST00000270442	1.871	15	11.201	8.8143525e-07	1314	0	19	54850443	54867209	54850476	54867209	16767	16734	0
LCE1F	ENSG00000240386	ENST00000334371	1.893	3	2.5914	1.826755e-07	354	1	1	152775140	152777024	152775140	152777024	1885	1885	321
PPIL3	ENSG00000240344	ENST00000286175	0.398	0	7.5193	6.7450575e-07	495	1	2	200870907	200889303	200870907	200889269	18397	18363	546
ACAD11	ENSG00000240303	ENST00000264990	0.883	30	46.097	3.9236875e-06	2340	1	3	132558138	132660082	132558141	132659809	101945	101669	2339
COX19	ENSG00000240230	ENST00000344111	1.908	3	2.3783	1.667563e-07	270	1	7	898778	975549	964852	975549	76772	10698	273
SMKR1	ENSG00000240204	ENST00000462322	1.6	0	1.3754	9.67882e-08	195	1	7	129502531	129512918	129502531	129512918	10388	10388	206
PSMB9	ENSG00000240065	ENST00000374859	0.955	6	12.398	1.38993175e-06	657	1	6	32844136	32860734	32854192	32859851	16599	5660	0
LY6G5B	ENSG00000240053	ENST00000375864	1.641	8	8.5435	7.2210925e-07	603	1	6	31669976	31673776	31669976	31673546	3801	3571	0
AMY2B	ENSG00000240038	ENST00000361355	1.723	39	29.415	3.0309125e-06	1533	1	1	103553815	103579534	103554700	103579529	25720	24830	0
LILRA2	ENSG00000239998	ENST00000251376	1.788	25	19.085	1.4852895e-06	1398	0	19	54572920	54590287	54573792	54590287	17368	16496	174
LILRA4	ENSG00000239961	ENST00000291759	1.448	23	22.496	1.755065e-06	1497	1	19	54333185	54339162	54333185	54339162	5978	5978	1491
ADSL	ENSG00000239900	ENST00000216194	1.071	21	28.232	2.865255e-06	1452	1	22	40346461	40390463	40346528	40366614	44003	20087	1537
KRTAP9-2	ENSG00000239886	ENST00000377721	1.863	0	0.31753	2.1816875e-08	522	1	17	41226648	41227652	41226648	41227652	1005	1005	510
GET4	ENSG00000239857	ENST00000265857	0.502	3	15.444	1.10367425e-06	981	1	7	876554	896436	876554	896436	19883	19883	1219
DEFA3	ENSG00000239839	ENST00000327857	1.894	1	0.9806	6.95058e-08	282	1	8	7015869	7018297	7015869	7018297	2429	2429	0
MRPS17	ENSG00000239789	ENST00000285298	1.694	3	4.0884	4.5230025e-07	390	1	7	55951877	55956500	55951877	55956500	4624	4624	410
TLR9	ENSG00000239732	ENST00000360658	0.737	13	28.046	2.5927325e-06	3096	1	3	52221080	52225645	52221080	52225645	4566	4566	3085
APOBEC3G	ENSG00000239713	ENST00000407997	1.667	28	22.913	1.985545e-06	1152	1	22	39077067	39087743	39077275	39087743	10677	10469	971
TNFSF12	ENSG00000239697	ENST00000293825	0.598	3	12.969	2.28805e-06	747	1	17	7548508	7557890	7549058	7557881	9383	8824	590
NME1	ENSG00000239672	ENST00000013034	1.207	5	8.6984	7.6338125e-07	531	0	17	51153559	51162428	51153665	51161898	8870	8234	559
C2orf61	ENSG00000239605	ENST00000294947	1.241	5	8.4535	1.00059475e-06	531	0	2	47045538	47155308	47128875	47155287	109771	26413	533
OR1J4	ENSG00000239590	ENST00000340750	1.41	2	4.3215	3.090375e-07	939	1	9	122519141	122520082	122519141	122520082	942	942	940
KLHL41	ENSG00000239474	ENST00000284669	0.795	10	21.326	1.648267e-06	1818	1	2	169509702	169526258	169509702	169526258	16557	16557	1820
PCDHA13	ENSG00000239389	ENST00000289272	1.156	24	29.203	2.505465e-06	2850	1	5	140882124	141012347	140882124	141012347	130224	130224	2898
ALKBH6	ENSG00000239382	ENST00000252984	0.763	4	11.996	1.21831125e-06	714	0	19	36009120	36014239	36009205	36014227	5120	5023	527
RBM14	ENSG00000239306	ENST00000310137	0.204	1	23.219	1.834795e-06	2007	1	11	66616626	66629934	66616630	66629934	13309	13305	2097
RNF103	ENSG00000239305	ENST00000237455	0.358	5	29.384	2.6637525e-06	2055	1	2	86603398	86623866	86603398	86623865	20469	20468	2055
TXNDC5	ENSG00000239264	ENST00000379757	1.235	21	24.494	2.3632575e-06	1296	1	6	7881517	7910788	7881517	7910788	29272	29272	1024
OR2W3	ENSG00000238243	ENST00000360358	1.767	6	6.0765	5.8204575e-07	942	1	1	247895587	247896531	247895587	247896531	945	945	937
C9orf69	ENSG00000238227	ENST00000418388	1.534	1	2.7813	1.99928e-07	417	1	9	136114581	136118875	136114589	136118875	4295	4287	0
AC005008.2	ENSG00000237896	ENST00000431501	1.804	8	7.2564	6.47555e-07	357	1	7	81168507	81199119	81175508	81190390	30613	14883	0
FAM200B	ENSG00000237765	ENST00000422728	1.291	15	17.893	1.57485175e-06	1971	1	4	15681662	15690447	15681827	15690447	8786	8621	1906
AMY1A	ENSG00000237763	ENST00000370083	1.839	5	4.7095	6.0110725e-07	1533	1	1	103655760	103664554	103655760	103664554	8795	8795	0
HLA-DQA2	ENSG00000237541	ENST00000374940	1.6	8	8.8308	6.4093875e-07	765	1	6	32741391	32747198	32741391	32747198	5808	5808	0
AC114783.1	ENSG00000237524	ENST00000436605	1.546	3	4.7822	6.06149e-07	396	0	2	126898864	126902097	126899219	126902097	3234	2879	0
SHISA9	ENSG00000237515	ENST00000423335	0.887	1	5.3393	1.377855e-06	663	0	16	12901598	13240416	12901757	12911650	338819	9894	550
AC074212.3	ENSG00000237452	ENST00000457052	0.646	8	22.344	1.5879335e-06	1914	1	19	45733439	45764541	45733439	45764541	31103	31103	0
RGL2	ENSG00000237441	ENST00000425946	1.268	4	7.1852	4.280295e-06	440	0	6	33291654	33298942	33296444	33298810	7289	2367	0
ZNF737	ENSG00000237440	ENST00000427401	1.798	5	5.0656	3.58785e-07	1608	1	19	20535825	20565809	20537992	20565781	29985	27790	1579
OR4A47	ENSG00000237388	ENST00000446524	1.938	9	5.789	4.05953e-07	927	1	11	48488793	48489722	48488793	48489722	930	930	0
PATE4	ENSG00000237353	ENST00000457514	1.853	4	3.8133	4.1364125e-07	294	1	11	125833316	125840072	125833316	125840072	6757	6757	297
CKMT1B	ENSG00000237289	ENST00000300283	1.358	8	10.6	1.10029075e-06	1251	1	15	43593054	43604901	43593054	43599406	11848	6353	0
MBD3L5	ENSG00000237247	ENST00000329753	1.934	1	0.38193	2.7468325e-08	624	1	19	7030578	7033011	7030578	7033011	2434	2434	0
CDKN2AIPNL	ENSG00000237190	ENST00000395009	1.017	0	2.888	3.15101e-07	255	0	5	134402065	134411881	134410549	134411881	9817	1333	258
C4orf51	ENSG00000237136	ENST00000438731	1.406	9	11.132	9.0913975e-07	606	1	4	145680146	145771032	145680146	145732797	90887	52652	608
OR10G9	ENSG00000236981	ENST00000375024	1.9	6	4.6682	3.3116425e-07	933	1	11	124023013	124023948	124023013	124023948	936	936	934
C3orf84	ENSG00000236980	ENST00000432035	1.298	8	11.11	1.0726365e-06	615	0	3	49177634	49191858	49177636	49191822	14225	14187	616
C5orf27	ENSG00000236882	ENST00000357880	1.918	1	0.67297	4.725175e-08	288	1	5	95838244	95860141	95852232	95860141	21898	7910	281
ARHGEF38	ENSG00000236699	ENST00000420470	0.915	19	30.459	2.2862075e-06	2331	1	4	105552620	105708093	105552620	105680914	155474	128295	2206
ZNF853	ENSG00000236609	ENST00000457543	0.518	12	37.542	3.03979e-06	1977	1	7	6615610	6624290	6615610	6624290	8681	8681	1446
TAS2R39	ENSG00000236398	ENST00000446620	1.928	9	6.0849	4.2905125e-07	1014	1	7	143183419	143184435	143183419	143184435	1017	1017	1014
SLFN14	ENSG00000236320	ENST00000415846	0.918	18	29.065	2.543655e-06	2736	1	17	35543985	35560819	35548125	35558098	16835	9974	2706
ZBED5	ENSG00000236287	ENST00000413761	0.423	4	21.615	2.1244025e-06	2079	1	11	10812074	10858796	10852706	10858053	46723	5348	2078
CLEC2L	ENSG00000236279	ENST00000422142	1.118	4	8.1769	7.2834025e-07	642	1	7	139523685	139544985	139523685	139544985	21301	21301	453
OR5H14	ENSG00000236032	ENST00000437310	1.942	8	5.009	3.56172e-07	930	1	3	98147479	98156614	98149326	98150405	9136	1080	0
PATE3	ENSG00000236027	ENST00000445202	1.695	2	3.1823	3.7102925e-07	294	1	11	125788127	125791600	125788127	125791600	3474	3474	296
AC018816.3	ENSG00000235978	ENST00000441894	1.908	3	2.3798	5.2127675e-07	141	0	3	4764242	4887293	4814297	4887293	123052	72997	0
KIAA0040	ENSG00000235750	ENST00000423313	1.532	1	2.7856	1.978175e-07	297	1	1	175156986	175192999	175156986	175192776	36014	35791	286
MFRP	ENSG00000235718	ENST00000360167	1.446	21	20.897	2.42406e-06	1383	0	11	119338942	119346705	119341423	119346665	7764	5243	1735
ANKRD34C	ENSG00000235711	ENST00000421388	0.684	3	11.336	1.12166375e-06	1605	1	15	79282722	79298239	79282722	79298239	15518	15518	1599
NFAM1	ENSG00000235568	ENST00000329021	1.223	8	11.797	1.02618875e-06	810	1	22	42380407	42432403	42380407	42432403	51997	51997	813
RPEL1	ENSG00000235376	ENST00000441178	1.719	3	3.9543	3.98248e-07	684	1	10	103245887	103248016	103245887	103248016	2130	2130	0
KDM4E	ENSG00000235268	ENST00000450979	1.325	0	2.055	1.453565e-07	1518	1	11	95025258	95027596	95025258	95027596	2339	2339	1478
FAM203A	ENSG00000235173	ENST00000347708	1.686	3	4.129	4.27393e-07	1170	1	8	144137774	144140851	144137774	144140851	3078	3078	0
C12orf75	ENSG00000235162	ENST00000443585	0.904	0	3.2809	2.2929075e-07	189	1	12	105235290	105396097	105330691	105371518	160808	40828	188
